"schlid","studid","tchrid","math","year"
53,7841,8765,765,1
53,7841,8824,648,0
53,7842,8733,600,-1
53,7842,8824,621,0
53,7844,8743,566,-1
53,7845,8733,609,-1
53,7845,8765,680,1
53,7845,8824,628,0
53,7846,8733,645,-1
53,7847,8765,652,1
53,7848,8824,549,0
53,7849,8733,627,-1
53,7849,8765,642,1
53,7849,8824,595,0
53,7850,8765,662,1
53,7850,8824,683,0
53,7851,8753,617,-1
53,7852,8753,579,-1
53,7852,8765,626,1
53,7852,8824,601,0
53,7854,8753,604,-1
53,7854,8824,595,0
53,7855,8753,563,-1
53,7856,8733,589,-1
53,7856,8765,635,1
53,7856,8824,592,0
53,7857,8753,609,-1
53,7857,8765,617,1
53,7857,8824,585,0
53,7859,8743,627,-1
53,7860,8723,535,-1
53,7861,8723,579,-1
53,7862,8733,627,-1
53,7862,8765,629,1
53,7862,8824,643,0
53,7863,8723,573,-1
53,7863,8765,620,1
53,7863,8824,595,0
53,7864,8733,652,-1
53,7864,8824,675,0
53,7865,8753,566,-1
53,7954,8765,626,1
53,7954,8824,624,0
53,7956,8765,629,1
53,7960,8765,632,1
53,7960,8824,579,0
53,7961,8824,598,0
53,7963,8765,575,1
53,7963,8824,588,0
53,7964,8765,595,1
53,7964,8824,572,0
53,7966,8765,617,1
53,7966,8824,585,0
53,7967,8824,561,0
53,7968,8824,585,0
46,8063,9013,539,-1
46,8064,9013,609,-1
46,8064,9144,592,0
46,8065,9013,589,-1
46,8065,9144,624,0
46,8065,9175,629,1
46,8067,9013,559,-1
46,8067,9144,598,0
46,8068,9013,559,-1
46,8068,9144,575,0
46,8068,9175,571,1
46,8069,9023,586,-1
46,8069,9144,582,0
46,8070,9144,575,0
46,8071,9023,576,-1
46,8071,9144,561,0
46,8071,9175,601,1
46,8072,9144,631,0
46,8072,9175,671,1
46,8073,9013,563,-1
46,8074,9023,576,-1
46,8074,9144,582,0
46,8074,9175,601,1
46,8075,9013,617,-1
46,8076,9003,652,-1
46,8077,9013,604,-1
46,8077,9144,582,0
46,8077,9175,608,1
46,8078,9023,600,-1
46,8078,9144,643,0
46,8078,9175,655,1
46,8079,9013,586,-1
46,8080,9013,589,-1
46,8080,9144,604,0
46,8081,9013,593,-1
46,8081,9144,592,0
46,8081,9175,605,1
46,8082,9013,593,-1
46,8082,9144,628,0
46,8083,9023,597,-1
46,8083,9144,608,0
46,8083,9175,623,1
46,8084,9013,531,-1
46,8084,9144,553,0
46,8085,9003,652,-1
46,8085,9144,652,0
46,8085,9175,652,1
46,8086,9023,549,-1
46,8086,9144,582,0
46,8087,9023,622,-1
46,8088,9144,683,0
46,8088,9175,680,1
46,8090,9003,632,-1
46,8090,9144,648,0
46,8090,9175,671,1
46,8091,9003,725,-1
46,8091,9144,652,0
46,8091,9175,666,1
46,8092,9003,652,-1
46,8092,9144,652,0
46,8092,9175,662,1
46,8093,9003,632,-1
46,8093,9144,668,0
46,8093,9175,685,1
46,8094,9003,645,-1
46,8094,9144,675,0
46,8094,9175,697,1
46,8095,9003,609,-1
46,8095,9144,648,0
46,8095,9175,648,1
46,8096,9003,632,-1
46,8096,9144,657,0
46,8097,9003,609,-1
46,8097,9144,648,0
46,8097,9175,652,1
46,8098,9013,622,-1
46,8098,9144,643,0
46,8098,9175,671,1
46,8099,9013,586,-1
46,8099,9144,643,0
46,8099,9175,642,1
46,8100,9003,632,-1
46,8101,9013,622,-1
46,8102,9013,563,-1
46,8102,9144,601,0
46,8103,9003,660,-1
46,8103,9144,643,0
46,8104,9003,645,-1
46,8104,9144,683,0
46,8104,9175,713,1
46,8105,9013,600,-1
46,8105,9144,624,0
46,8105,9175,655,1
46,8106,9003,613,-1
46,8106,9144,683,0
46,8106,9175,671,1
46,8107,9003,645,-1
46,8107,9144,657,0
46,8107,9175,662,1
46,8108,9003,670,-1
46,8109,9003,617,-1
46,8109,9144,648,0
46,8109,9175,662,1
46,8110,9003,638,-1
46,8110,9144,657,0
46,8111,9003,613,-1
46,8111,9144,635,0
46,8112,9003,632,-1
46,8112,9144,631,0
46,8112,9175,638,1
46,8113,9003,632,-1
46,8114,9023,583,-1
46,8114,9144,557,0
46,8115,9023,576,-1
46,8115,9144,611,0
46,8116,9003,600,-1
46,8116,9175,642,1
46,8118,9003,645,-1
46,8119,9023,549,-1
46,8119,9144,575,0
46,8120,9023,553,-1
46,8120,9144,579,0
46,8121,9144,635,0
46,8122,9023,586,-1
46,8122,9144,582,0
46,8123,9003,645,-1
46,8123,9144,601,0
46,8123,9175,638,1
46,8124,9003,638,-1
46,8124,9144,663,0
46,8124,9175,666,1
46,8125,9023,609,-1
46,8126,9003,652,-1
46,8126,9144,639,0
46,8126,9175,655,1
46,8127,9023,604,-1
46,8127,9144,635,0
46,8127,9175,614,1
46,8128,9023,586,-1
46,8128,9144,614,0
46,8128,9175,601,1
46,8129,9023,563,-1
46,8129,9144,624,0
46,8129,9175,601,1
46,8130,9023,579,-1
46,8130,9144,604,0
46,8130,9175,608,1
46,8131,9023,566,-1
46,8131,9144,592,0
46,8132,9003,670,-1
46,8133,9175,626,1
46,8134,9023,556,-1
46,8135,9023,559,-1
46,8135,9144,575,0
46,8136,9023,613,-1
46,8136,9144,631,0
46,8136,9175,645,1
46,8137,9003,660,-1
46,8137,9144,683,0
46,8137,9175,662,1
46,8138,9023,579,-1
46,8138,9144,611,0
46,8139,9023,569,-1
46,8141,9013,531,-1
46,8142,9003,613,-1
46,8142,9144,608,0
46,8142,9175,645,1
46,8143,9003,622,-1
46,8215,9144,692,0
46,8217,9144,744,0
46,8217,9175,671,1
46,8220,9144,639,0
46,8220,9175,705,1
46,8223,9144,598,0
46,8224,9144,565,0
46,8226,9144,635,0
46,8228,9144,598,0
46,8228,9175,595,1
46,8230,9144,675,0
46,8230,9175,671,1
46,8231,9144,628,0
46,8231,9175,617,1
46,8233,9144,544,0
46,8234,9144,598,0
2,8333,9253,593,-1
2,8333,9304,624,0
2,8333,9335,671,1
2,8334,9263,586,-1
2,8334,9304,592,0
2,8334,9315,608,1
2,8335,9253,645,-1
2,8335,9304,624,0
2,8336,9253,613,-1
2,8336,9304,585,0
2,8336,9335,614,1
2,8337,9253,638,-1
2,8337,9304,663,0
2,8337,9335,680,1
2,8338,9253,597,-1
2,8338,9304,624,0
2,8338,9335,632,1
2,8340,9263,531,-1
2,8340,9304,572,0
2,8340,9325,587,1
2,8342,9263,559,-1
2,8342,9304,585,0
2,8344,9253,638,-1
2,8344,9304,631,0
2,8345,9263,566,-1
2,8346,9304,628,0
2,8346,9335,652,1
2,8347,9253,583,-1
2,8348,9273,627,-1
2,8348,9304,639,0
2,8349,9304,617,0
2,8350,9263,569,-1
2,8350,9304,601,0
2,8350,9315,626,1
2,8351,9273,652,-1
2,8352,9253,586,-1
2,8353,9273,583,-1
2,8354,9253,593,-1
2,8354,9304,608,0
2,8355,9253,589,-1
2,8355,9304,604,0
2,8355,9315,680,1
2,8356,9253,569,-1
2,8357,9263,546,-1
2,8357,9304,579,0
2,8357,9325,608,1
2,8358,9253,632,-1
2,8358,9304,604,0
2,8359,9273,576,-1
2,8360,9253,652,-1
2,8362,9304,611,0
2,8362,9315,638,1
2,8364,9273,583,-1
2,8366,9253,556,-1
2,8366,9304,592,0
2,8366,9315,608,1
2,8367,9253,586,-1
2,8367,9304,624,0
2,8367,9315,623,1
2,8369,9253,613,-1
2,8370,9273,586,-1
2,8370,9304,631,0
2,8370,9335,645,1
2,8371,9304,588,0
2,8371,9315,617,1
2,8372,9263,559,-1
2,8372,9304,565,0
2,8372,9325,584,1
2,8373,9273,576,-1
2,8373,9304,588,0
2,8374,9253,617,-1
2,8374,9304,608,0
2,8374,9335,675,1
2,8378,9273,576,-1
2,8378,9304,608,0
2,8378,9315,652,1
2,8379,9253,617,-1
2,8381,9273,531,-1
2,8382,9253,597,-1
2,8382,9304,643,0
2,8382,9335,680,1
2,8383,9325,611,1
2,8384,9273,546,-1
2,8384,9304,575,0
2,8385,9273,566,-1
2,8385,9304,595,0
2,8385,9315,632,1
2,8386,9273,573,-1
2,8386,9304,611,0
2,8386,9335,655,1
2,8387,9263,589,-1
2,8387,9304,598,0
2,8387,9315,635,1
2,8388,9253,600,-1
2,8388,9304,624,0
2,8388,9335,662,1
2,8389,9273,586,-1
2,8390,9253,609,-1
2,8392,9253,593,-1
2,8393,9263,563,-1
2,8394,9273,589,-1
2,8394,9304,595,0
2,8457,9304,628,0
2,8458,9304,579,0
2,8458,9315,605,1
2,8459,9304,628,0
2,8459,9335,648,1
2,8460,9304,585,0
2,8460,9325,617,1
2,8461,9304,595,0
2,8461,9315,587,1
2,8463,9304,595,0
2,8463,9315,635,1
2,8464,9304,585,0
2,8466,9304,617,0
2,8466,9325,652,1
2,8468,9304,588,0
2,8468,9315,626,1
2,8469,9304,579,0
2,8470,9304,668,0
2,8470,9335,724,1
2,8471,9325,626,1
2,8472,9304,604,0
2,8472,9315,635,1
2,8473,9304,608,0
2,8475,9304,601,0
2,8476,9304,575,0
2,8476,9315,617,1
32,8566,9553,586,-1
32,8567,9553,546,-1
32,8567,9624,579,0
32,8568,9553,566,-1
32,8568,9605,575,1
32,8568,9624,579,0
32,8569,9553,613,-1
32,8570,9553,539,-1
32,8571,9553,553,-1
32,8573,9553,559,-1
32,8573,9624,553,0
32,8574,9553,566,-1
32,8574,9595,611,1
32,8574,9624,595,0
32,8575,9553,586,-1
32,8575,9595,611,1
32,8575,9624,588,0
32,8576,9553,531,-1
32,8576,9605,591,1
32,8576,9624,568,0
32,8577,9553,609,-1
32,8577,9624,598,0
32,8578,9553,579,-1
32,8578,9595,601,1
32,8578,9634,585,0
32,8579,9634,568,0
32,8580,9553,597,-1
32,8580,9624,585,0
32,8581,9553,604,-1
32,8581,9634,582,0
32,8582,9553,583,-1
32,8582,9595,620,1
32,8582,9624,585,0
32,8583,9553,622,-1
32,8583,9605,671,1
32,8583,9624,624,0
32,8584,9553,527,-1
32,8584,9605,575,1
32,8585,9553,569,-1
32,8586,9573,586,-1
32,8587,9634,544,0
32,8588,9553,546,-1
32,8589,9553,559,-1
32,8589,9595,645,1
32,8591,9553,617,-1
32,8591,9634,604,0
32,8592,9553,523,-1
32,8592,9624,549,0
32,8593,9573,546,-1
32,8593,9595,629,1
32,8594,9573,549,-1
32,8595,9573,566,-1
32,8596,9573,531,-1
32,8596,9605,598,1
32,8596,9624,568,0
32,8597,9573,617,-1
32,8597,9605,632,1
32,8598,9573,527,-1
32,8598,9595,584,1
32,8598,9624,549,0
32,8599,9573,519,-1
32,8600,9573,542,-1
32,8601,9573,569,-1
32,8601,9624,604,0
32,8602,9573,579,-1
32,8602,9634,553,0
32,8603,9573,549,-1
32,8603,9605,605,1
32,8603,9634,561,0
32,8604,9573,556,-1
32,8604,9624,585,0
32,8605,9573,563,-1
32,8605,9624,585,0
32,8606,9573,531,-1
32,8606,9605,575,1
32,8606,9624,557,0
32,8607,9573,531,-1
32,8607,9624,572,0
32,8608,9573,527,-1
32,8608,9624,549,0
32,8611,9573,556,-1
32,8611,9595,617,1
32,8611,9634,561,0
32,8612,9573,542,-1
32,8612,9624,565,0
32,8613,9573,613,-1
32,8613,9605,635,1
32,8613,9634,582,0
32,8614,9573,576,-1
32,8615,9573,583,-1
32,8616,9573,645,-1
32,8616,9624,631,0
32,8617,9573,622,-1
32,8617,9595,685,1
32,8617,9624,648,0
32,8618,9573,527,-1
32,8618,9595,580,1
32,8618,9624,521,0
32,8619,9573,553,-1
32,8620,9573,622,-1
32,8624,9573,563,-1
32,8625,9573,593,-1
32,8626,9573,632,-1
32,8626,9595,629,1
32,8626,9624,611,0
32,8627,9573,622,-1
32,8627,9595,685,1
32,8627,9634,631,0
32,8628,9624,604,0
32,8629,9573,613,-1
32,8629,9634,604,0
32,8630,9624,601,0
32,8631,9573,589,-1
32,8631,9624,579,0
32,8632,9573,622,-1
32,8632,9605,680,1
32,8632,9624,648,0
32,8633,9573,597,-1
32,8634,9573,670,-1
32,8634,9595,655,1
32,8634,9634,617,0
32,8635,9573,638,-1
32,8635,9624,668,0
32,8636,9573,670,-1
32,8636,9595,655,1
32,8636,9634,617,0
32,8638,9573,579,-1
32,8638,9605,580,1
32,8638,9624,663,0
32,8639,9573,579,-1
32,8640,9573,609,-1
32,8640,9624,614,0
32,8642,9573,593,-1
32,8642,9634,579,0
32,8643,9573,613,-1
32,8643,9595,632,1
32,8644,9573,660,-1
32,8644,9624,631,0
32,8645,9634,557,0
32,8646,9573,583,-1
32,8646,9595,608,1
32,8646,9624,585,0
32,8647,9573,682,-1
32,8647,9605,666,1
32,8647,9624,648,0
32,8648,9573,632,-1
32,8648,9595,638,1
32,8648,9624,585,0
32,8649,9573,523,-1
32,8650,9553,579,-1
32,8733,9595,626,1
32,8733,9624,579,0
32,8735,9605,601,1
32,8736,9595,587,1
32,8736,9624,579,0
32,8738,9605,626,1
32,8738,9634,553,0
32,8741,9634,528,0
32,8744,9605,623,1
32,8745,9595,623,1
32,8745,9624,617,0
32,8746,9624,611,0
32,8747,9624,668,0
32,8748,9605,587,1
32,8749,9634,544,0
44,8857,9883,531,-1
44,8858,9883,535,-1
44,8858,9924,539,0
44,8859,9883,535,-1
44,8860,9883,542,-1
44,8861,9883,542,-1
44,8861,9924,565,0
44,8862,9883,553,-1
44,8862,9924,579,0
44,8862,9945,611,1
44,8863,9883,576,-1
44,8863,9934,565,0
44,8863,9945,614,1
44,8864,9883,600,-1
44,8864,9924,585,0
44,8864,9945,662,1
44,8865,9883,531,-1
44,8866,9883,539,-1
44,8867,9883,531,-1
44,8867,9934,557,0
44,8867,9945,591,1
44,8869,9883,539,-1
44,8870,9883,514,-1
44,8870,10044,521,0
44,8872,9883,553,-1
44,8872,9924,592,0
44,8872,9945,620,1
44,8874,9883,600,-1
44,8876,9883,535,-1
44,8877,9883,553,-1
44,8878,9883,576,-1
44,8878,9924,598,0
44,8878,9945,614,1
44,8879,9883,566,-1
44,8879,9924,568,0
44,8880,9883,556,-1
44,8880,9924,604,0
44,8880,9945,642,1
44,8881,9893,583,-1
44,8881,9934,595,0
44,8881,9945,623,1
44,8882,9893,604,-1
44,8883,9893,573,-1
44,8883,9934,604,0
44,8883,9945,655,1
44,8884,9893,593,-1
44,8884,9934,617,0
44,8884,9945,652,1
44,8886,9893,593,-1
44,8886,9945,629,1
44,8886,10034,631,0
44,8887,9893,600,-1
44,8887,9945,659,1
44,8887,10034,579,0
44,8890,9893,566,-1
44,8891,9945,655,1
44,8892,9893,627,-1
44,8892,9945,666,1
44,8892,10034,624,0
44,8893,9934,601,0
44,8893,9945,638,1
44,8895,9893,573,-1
44,8895,9945,605,1
44,8896,9893,597,-1
44,8896,9934,588,0
44,8896,9945,623,1
44,8897,9893,593,-1
44,8898,9893,622,-1
44,8898,10034,675,0
44,8899,9893,535,-1
44,8899,9924,601,0
44,8899,9945,608,1
44,8900,9893,519,-1
44,8900,9934,568,0
44,8900,9945,595,1
44,8901,9945,614,1
44,8902,9945,691,1
44,8902,10034,657,0
44,8903,9893,604,-1
44,8903,9945,608,1
44,8904,9893,556,-1
44,8904,9934,565,0
44,8904,9945,620,1
44,8905,9893,549,-1
44,8906,9893,535,-1
44,8906,9934,544,0
44,8906,9945,611,1
44,8907,9893,563,-1
44,8908,9893,597,-1
44,8909,9893,579,-1
44,8909,9945,623,1
44,8910,9893,563,-1
44,8910,9945,648,1
44,8910,10034,595,0
44,8912,9903,535,-1
44,8912,10044,568,0
44,8913,9903,566,-1
44,8914,9934,557,0
44,8915,9903,539,-1
44,8917,9903,523,-1
44,8918,9903,553,-1
44,8918,10034,565,0
44,8919,9903,549,-1
44,8919,9924,553,0
44,8920,9903,549,-1
44,8921,9903,527,-1
44,8921,10034,544,0
44,8922,9903,519,-1
44,8922,9945,584,1
44,8922,10034,579,0
44,8923,9903,583,-1
44,8923,9924,568,0
44,8925,9903,542,-1
44,8925,9945,555,1
44,8925,10034,557,0
44,8926,9903,546,-1
44,8926,9934,568,0
44,8926,9945,595,1
44,8927,9883,531,-1
44,8927,9924,544,0
44,8928,9903,523,-1
44,8928,9945,549,1
44,8930,9903,531,-1
44,8933,9903,539,-1
44,8933,9934,549,0
44,8934,9903,576,-1
44,8934,9924,539,0
44,8935,9903,569,-1
44,8937,9903,549,-1
44,8937,10034,582,0
44,8938,9903,531,-1
44,9013,10034,565,0
44,9014,9934,553,0
44,9014,9945,587,1
44,9015,9945,617,1
44,9016,9934,585,0
44,9017,10034,621,0
44,9019,9924,582,0
44,9020,9934,585,0
44,9020,9945,617,1
44,9021,9924,604,0
44,9022,9934,568,0
44,9022,9945,614,1
44,9033,9945,598,1
44,9033,10034,539,0
44,9034,9924,565,0
44,9035,9924,611,0
44,9035,9945,598,1
10,9126,10223,613,-1
10,9128,10223,652,-1
10,9129,10223,569,-1
10,9130,10223,627,-1
10,9132,10223,600,-1
10,9133,10223,549,-1
10,9134,10223,553,-1
10,9135,10223,638,-1
10,9136,10223,638,-1
10,9137,10223,604,-1
10,9138,10223,613,-1
10,9139,10223,613,-1
10,9140,10223,556,-1
10,9141,10223,725,-1
10,9142,10223,609,-1
10,9143,10223,627,-1
10,9144,10223,638,-1
10,9145,10223,652,-1
10,9147,10223,652,-1
10,9148,10223,586,-1
10,9149,10223,622,-1
10,9150,10223,576,-1
10,9151,10223,652,-1
10,9152,10223,670,-1
10,9153,10223,576,-1
10,9155,10223,579,-1
10,9156,10233,586,-1
10,9157,10233,519,-1
10,9159,10233,609,-1
10,9160,10233,576,-1
10,9161,10233,604,-1
10,9162,10233,559,-1
10,9163,10233,553,-1
10,9163,10344,561,0
10,9163,10365,571,1
10,9164,10233,553,-1
10,9167,10233,556,-1
10,9168,10233,563,-1
10,9169,10233,535,-1
10,9170,10233,542,-1
10,9171,10233,539,-1
10,9172,10233,576,-1
10,9174,10233,542,-1
10,9176,10233,549,-1
10,9177,10233,638,-1
10,9179,10233,597,-1
10,9180,10233,553,-1
10,9181,10233,519,-1
10,9182,10233,622,-1
10,9183,10233,566,-1
10,9185,10233,553,-1
10,9186,10223,563,-1
10,9250,10365,587,1
9,9310,10443,597,-1
9,9311,10443,563,-1
9,9312,10443,563,-1
9,9313,10443,597,-1
9,9314,10443,576,-1
9,9315,10443,563,-1
9,9316,10443,604,-1
9,9317,10443,549,-1
9,9318,10443,569,-1
9,9319,10443,559,-1
9,9320,10443,573,-1
9,9321,10443,553,-1
9,9322,10443,604,-1
9,9323,10443,559,-1
9,9325,10443,519,-1
9,9326,10443,569,-1
9,9327,10443,583,-1
9,9328,10443,542,-1
9,9329,10443,519,-1
9,9330,10443,573,-1
9,9331,10443,539,-1
9,9332,10443,539,-1
9,9333,10443,556,-1
9,9334,10443,586,-1
9,9335,10443,569,-1
9,9336,10443,542,-1
9,9337,10443,566,-1
9,9338,10453,559,-1
9,9338,10484,592,0
9,9339,10453,604,-1
9,9339,10484,635,0
9,9340,10453,579,-1
9,9342,10484,608,0
9,9343,10453,498,-1
9,9344,10453,484,-1
9,9345,10453,597,-1
9,9345,10484,617,0
9,9346,10453,583,-1
9,9346,10484,635,0
9,9348,10453,576,-1
9,9350,10453,586,-1
9,9351,10453,589,-1
9,9351,10484,614,0
9,9353,10484,643,0
9,9353,10525,740,1
9,9354,10453,539,-1
9,9355,10453,617,-1
9,9355,10484,643,0
9,9356,10453,527,-1
9,9356,10484,557,0
9,9357,10453,597,-1
9,9357,10484,614,0
9,9358,10453,632,-1
9,9360,10453,583,-1
9,9361,10453,542,-1
9,9362,10453,586,-1
9,9363,10453,622,-1
9,9364,10453,553,-1
9,9365,10463,523,-1
9,9366,10484,582,0
9,9368,10463,569,-1
9,9369,10463,514,-1
9,9369,10484,598,0
9,9369,10525,652,1
9,9371,10484,604,0
9,9372,10463,539,-1
9,9373,10463,535,-1
9,9374,10463,527,-1
9,9375,10463,514,-1
9,9376,10463,556,-1
9,9378,10484,601,0
9,9379,10463,593,-1
9,9381,10463,597,-1
9,9382,10484,617,0
9,9384,10463,498,-1
9,9387,10463,514,-1
9,9388,10484,595,0
9,9388,10525,680,1
9,9390,10463,566,-1
9,9455,10484,582,0
9,9456,10484,561,0
9,9456,10525,614,1
45,9533,10723,514,-1
45,9533,10884,582,0
45,9533,10945,584,1
45,9534,10764,595,0
45,9535,10723,553,-1
45,9535,10764,572,0
45,9535,10945,626,1
45,9536,10723,556,-1
45,9536,10764,595,0
45,9537,10764,539,0
45,9538,10723,531,-1
45,9538,10884,553,0
45,9538,10945,614,1
45,9539,10723,542,-1
45,9539,10884,568,0
45,9539,10945,566,1
45,9540,10723,566,-1
45,9541,10884,549,0
45,9542,10723,583,-1
45,9542,10764,611,0
45,9542,10805,629,1
45,9543,10764,572,0
45,9544,10723,660,-1
45,9544,10764,648,0
45,9545,10723,569,-1
45,9545,10764,582,0
45,9545,10805,671,1
45,9546,10723,569,-1
45,9547,10723,645,-1
45,9547,10764,631,0
45,9548,10764,611,0
45,9549,10764,534,0
45,9549,10945,591,1
45,9550,10743,553,-1
45,9550,10764,582,0
45,9550,10805,623,1
45,9551,10884,572,0
45,9552,10723,586,-1
45,9552,10764,595,0
45,9553,10723,535,-1
45,9553,10945,611,1
45,9554,10723,583,-1
45,9554,10764,592,0
45,9556,10723,563,-1
45,9556,10884,544,0
45,9557,10733,569,-1
45,9557,10764,588,0
45,9558,10733,627,-1
45,9559,10764,565,0
45,9559,10945,595,1
45,9560,10733,579,-1
45,9560,10764,608,0
45,9561,10733,593,-1
45,9561,10764,595,0
45,9562,10733,549,-1
45,9562,10764,572,0
45,9563,10733,556,-1
45,9564,10733,539,-1
45,9564,10805,601,1
45,9564,10884,582,0
45,9565,10764,595,0
45,9566,10733,519,-1
45,9566,10884,534,0
45,9566,10945,608,1
45,9567,10805,595,1
45,9568,10733,535,-1
45,9568,10764,557,0
45,9568,10805,601,1
45,9569,10733,576,-1
45,9569,10764,575,0
45,9569,10805,680,1
45,9570,10884,575,0
45,9571,10764,592,0
45,9573,10733,546,-1
45,9574,10764,598,0
45,9574,10805,632,1
45,9575,10733,579,-1
45,9575,10764,592,0
45,9576,10733,542,-1
45,9576,10764,592,0
45,9576,10805,645,1
45,9577,10733,542,-1
45,9578,10733,579,-1
45,9578,10764,598,0
45,9579,10733,556,-1
45,9579,10884,572,0
45,9579,10945,623,1
45,9580,10733,549,-1
45,9580,10884,557,0
45,9581,10733,549,-1
45,9582,10743,600,-1
45,9582,10764,582,0
45,9583,10743,563,-1
45,9583,10764,568,0
45,9583,10805,620,1
45,9584,10743,563,-1
45,9584,10884,565,0
45,9584,10945,555,1
45,9585,10743,604,-1
45,9585,10764,611,0
45,9586,10743,583,-1
45,9586,10764,572,0
45,9586,10805,587,1
45,9587,10733,617,-1
45,9587,10764,628,0
45,9587,10805,655,1
45,9588,10743,556,-1
45,9588,10884,592,0
45,9588,10945,626,1
45,9589,10743,597,-1
45,9589,10764,635,0
45,9590,10743,566,-1
45,9591,10764,617,0
45,9592,10805,645,1
45,9595,10743,484,-1
45,9596,10743,546,-1
45,9597,10743,509,-1
45,9597,10884,539,0
45,9597,10945,561,1
45,9598,10743,576,-1
45,9598,10884,579,0
45,9598,10945,608,1
45,9599,10945,575,1
45,9600,10743,556,-1
45,9601,10764,604,0
45,9603,10743,576,-1
45,9604,10743,597,-1
45,9604,10764,598,0
45,9605,10743,531,-1
45,9606,10743,546,-1
45,9606,10764,544,0
45,9607,10743,556,-1
45,9607,10764,588,0
45,9607,10805,626,1
45,9616,10723,589,-1
45,9616,10764,614,0
45,9617,10743,514,-1
45,9723,10764,582,0
45,9724,10764,592,0
45,9724,10805,632,1
45,9725,10764,575,0
45,9727,10764,565,0
45,9728,10884,565,0
45,9729,10884,621,0
45,9730,10884,604,0
45,9731,10884,588,0
45,9732,10884,604,0
45,9733,10764,572,0
45,9733,10945,638,1
45,9734,10764,601,0
45,9734,10805,635,1
45,9735,10764,579,0
45,9735,10805,614,1
45,9736,10764,604,0
45,9736,10945,614,1
45,9737,10884,595,0
45,9738,10805,685,1
45,9738,10884,631,0
62,9849,11083,498,-1
62,9850,11083,563,-1
62,9851,11013,539,-1
62,9852,11083,583,-1
62,9853,11083,583,-1
62,9854,11053,586,-1
62,9854,11125,623,1
62,9855,11053,586,-1
62,9855,11104,648,0
62,9856,11013,556,-1
62,9858,11013,573,-1
62,9858,11014,657,0
62,9859,11013,569,-1
62,9859,11014,652,0
62,9861,11053,632,-1
62,9861,11104,643,0
62,9862,11053,546,-1
62,9862,11104,598,0
62,9863,11083,566,-1
62,9864,11014,604,0
62,9864,11083,553,-1
62,9864,11125,605,1
62,9865,11013,600,-1
62,9865,11104,663,0
62,9865,11125,662,1
62,9866,11083,563,-1
62,9866,11104,565,0
62,9867,11013,546,-1
62,9868,11013,549,-1
62,9869,11013,531,-1
62,9870,11083,559,-1
62,9871,11083,531,-1
62,9871,11104,604,0
62,9873,11013,613,-1
62,9873,11014,663,0
62,9873,11125,666,1
62,9874,11013,576,-1
62,9874,11014,628,0
62,9874,11125,642,1
62,9875,11053,579,-1
62,9876,11053,638,-1
62,9876,11104,703,0
62,9877,11053,589,-1
62,9877,11104,657,0
62,9878,11053,576,-1
62,9879,11013,600,-1
62,9879,11104,668,0
62,9880,11014,614,0
62,9880,11125,655,1
62,9881,11013,504,-1
62,9881,11014,565,0
62,9927,11104,635,0
62,9927,11125,620,1
69,10000,11164,718,0
69,10000,11165,765,1
69,10000,11273,699,-1
69,10003,11183,542,-1
69,10008,11233,583,-1
69,10011,11183,604,-1
69,10012,11165,666,1
69,10012,11263,597,-1
69,10013,11183,652,-1
69,10014,11183,600,-1
69,10016,11273,682,-1
69,10016,11295,659,1
69,10020,11165,671,1
69,10020,11273,622,-1
69,10021,11273,725,-1
69,10021,11294,744,0
69,10021,11295,740,1
69,10026,11295,645,1
69,10027,11375,662,1
69,10030,11183,597,-1
69,10031,11295,655,1
69,10032,11263,670,-1
69,10032,11375,705,1
69,10035,11164,601,0
69,10035,11273,613,-1
69,10036,11164,652,0
69,10036,11165,666,1
69,10036,11273,670,-1
69,10038,11263,604,-1
69,10041,11263,660,-1
69,10042,11183,622,-1
69,10043,11263,622,-1
69,10044,11273,593,-1
69,10045,11164,668,0
69,10045,11165,713,1
69,10045,11273,660,-1
69,10046,11273,613,-1
69,10046,11294,639,0
69,10046,11295,645,1
69,10053,11375,635,1
69,10054,11273,535,-1
69,10055,11183,632,-1
69,10107,11164,575,0
69,10107,11165,598,1
69,10108,11375,680,1
69,10109,11295,697,1
69,10111,11294,703,0
69,10111,11295,788,1
69,10119,11295,652,1
25,10169,11423,600,-1
25,10169,11474,588,0
25,10169,11475,617,1
25,10170,11423,609,-1
25,10171,11423,609,-1
25,10172,11423,645,-1
25,10172,11474,588,0
25,10173,11474,643,0
25,10173,11475,671,1
25,10173,11503,600,-1
25,10174,11423,617,-1
25,10177,11484,557,0
25,10177,11485,584,1
25,10177,11503,566,-1
25,10178,11484,568,0
25,10178,11485,566,1
25,10179,11474,592,0
25,10179,11475,617,1
25,10181,11484,635,0
25,10181,11485,652,1
25,10181,11503,613,-1
25,10182,11423,593,-1
25,10183,11423,638,-1
25,10183,11484,648,0
25,10183,11485,662,1
25,10185,11484,639,0
25,10185,11503,617,-1
25,10186,11484,635,0
25,10186,11503,559,-1
25,10187,11423,553,-1
25,10187,11484,565,0
25,10188,11484,588,0
25,10190,11423,682,-1
25,10190,11474,668,0
25,10190,11475,691,1
25,10191,11423,597,-1
25,10191,11474,648,0
25,10191,11475,705,1
25,10192,11423,652,-1
25,10192,11484,683,0
25,10192,11485,724,1
25,10193,11423,613,-1
25,10193,11474,663,0
25,10193,11475,713,1
25,10194,11403,573,-1
25,10194,11484,639,0
25,10194,11485,655,1
25,10195,11474,652,0
